CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,GM_2020
24,San Luis Potosí,24005,Cárdenas,Muy bajo
24,San Luis Potosí,24006,Catorce,Alto
24,San Luis Potosí,24007,Cedral,Muy bajo
24,San Luis Potosí,24008,Cerritos,Muy bajo
24,San Luis Potosí,24009,Cerro de San Pedro,Bajo
24,San Luis Potosí,24010,Ciudad del Maíz,Medio
24,San Luis Potosí,24011,Ciudad Fernández,Muy bajo
24,San Luis Potosí,24012,Tancanhuitz,Alto
24,San Luis Potosí,24013,Ciudad Valles,Muy bajo
24,San Luis Potosí,24014,Coxcatlán,Alto
24,San Luis Potosí,24015,Charcas,Bajo
24,San Luis Potosí,24016,Ebano,Bajo
24,San Luis Potosí,24017,Guadalcázar,Alto
24,San Luis Potosí,24018,Huehuetlán,Alto
24,San Luis Potosí,24019,Lagunillas,Medio
24,San Luis Potosí,24020,Matehuala,Muy bajo
24,San Luis Potosí,24021,Mexquitic de Carmona,Medio
24,San Luis Potosí,24022,Moctezuma,Medio
24,San Luis Potosí,24023,Rayón,Medio
24,San Luis Potosí,24024,Rioverde,Bajo
24,San Luis Potosí,24025,Salinas,Bajo
24,San Luis Potosí,24026,San Antonio,Alto
24,San Luis Potosí,24027,San Ciro de Acosta,Bajo
24,San Luis Potosí,24028,San Luis Potosí,Muy bajo
24,San Luis Potosí,24029,San Martín Chalchicuautla,Alto
24,San Luis Potosí,24030,San Nicolás Tolentino,Medio
24,San Luis Potosí,24031,Santa Catarina,Muy alto
24,San Luis Potosí,24032,Santa María del Río,Medio
24,San Luis Potosí,24033,Santo Domingo,Medio
24,San Luis Potosí,24034,San Vicente Tancuayalab,Medio
24,San Luis Potosí,24035,Soledad de Graciano Sánchez,Muy bajo
24,San Luis Potosí,24036,Tamasopo,Alto
24,San Luis Potosí,24037,Tamazunchale,Medio
24,San Luis Potosí,24038,Tampacán,Alto
24,San Luis Potosí,24039,Tampamolón Corona,Alto
24,San Luis Potosí,24040,Tamuín,Bajo
24,San Luis Potosí,24041,Tanlajás,Alto
24,San Luis Potosí,24042,Tanquián de Escobedo,Bajo
24,San Luis Potosí,24043,Tierra Nueva,Alto
24,San Luis Potosí,24044,Vanegas,Medio
24,San Luis Potosí,24045,Venado,Medio
24,San Luis Potosí,24046,Villa de Arriaga,Medio
24,San Luis Potosí,24047,Villa de Guadalupe,Alto
24,San Luis Potosí,24048,Villa de la Paz,Bajo
24,San Luis Potosí,24049,Villa de Ramos,Medio
24,San Luis Potosí,24050,Villa de Reyes,Bajo
24,San Luis Potosí,24051,Villa Hidalgo,Medio
24,San Luis Potosí,24052,Villa Juárez,Medio
24,San Luis Potosí,24053,Axtla de Terrazas,Medio
24,San Luis Potosí,24054,Xilitla,Alto
24,San Luis Potosí,24055,Zaragoza,Bajo
24,San Luis Potosí,24056,Villa de Arista,Bajo
24,San Luis Potosí,24057,Matlapa,Alto
24,San Luis Potosí,24058,El Naranjo,Bajo
25,Sinaloa,25001,Ahome,Muy bajo
25,Sinaloa,25002,Angostura,Muy bajo
25,Sinaloa,25003,Badiraguato,Alto
25,Sinaloa,25004,Concordia,Bajo
25,Sinaloa,25005,Cosalá,Bajo
25,Sinaloa,25006,Culiacán,Muy bajo
25,Sinaloa,25007,Choix,Medio
25,Sinaloa,25008,Elota,Bajo
25,Sinaloa,25009,Escuinapa,Bajo
25,Sinaloa,25010,El Fuerte,Bajo
25,Sinaloa,25011,Guasave,Muy bajo
25,Sinaloa,25012,Mazatlán,Muy bajo
25,Sinaloa,25013,Mocorito,Bajo
25,Sinaloa,25014,Rosario,Bajo
25,Sinaloa,25015,Salvador Alvarado,Muy bajo
25,Sinaloa,25016,San Ignacio,Bajo
25,Sinaloa,25017,Sinaloa,Medio
25,Sinaloa,25018,Navolato,Muy bajo
26,Sonora,26001,Aconchi,Muy bajo
26,Sonora,26002,Agua Prieta,Muy bajo
26,Sonora,26003,Alamos,Medio
26,Sonora,26004,Altar,Muy bajo
26,Sonora,26005,Arivechi,Muy bajo
26,Sonora,26006,Arizpe,Muy bajo
26,Sonora,26007,Atil,Muy bajo
26,Sonora,26008,Bacadéhuachi,Muy bajo
26,Sonora,26009,Bacanora,Bajo
26,Sonora,26010,Bacerac,Bajo
26,Sonora,26011,Bacoachi,Muy bajo
26,Sonora,26012,Bácum,Bajo
26,Sonora,26013,Banámichi,Muy bajo
26,Sonora,26014,Baviácora,Muy bajo
26,Sonora,26015,Bavispe,Muy bajo
26,Sonora,26016,Benjamín Hill,Muy bajo
26,Sonora,26017,Caborca,Muy bajo
26,Sonora,26018,Cajeme,Muy bajo
26,Sonora,26019,Cananea,Muy bajo
26,Sonora,26020,Carbó,Bajo
26,Sonora,26021,La Colorada,Bajo
26,Sonora,26022,Cucurpe,Bajo
26,Sonora,26023,Cumpas,Muy bajo
26,Sonora,26024,Divisaderos,Muy bajo
26,Sonora,26025,Empalme,Muy bajo
26,Sonora,26026,Etchojoa,Bajo
26,Sonora,26027,Fronteras,Muy bajo
26,Sonora,26028,Granados,Muy bajo
26,Sonora,26029,Guaymas,Muy bajo
26,Sonora,26030,Hermosillo,Muy bajo
26,Sonora,26031,Huachinera,Muy bajo
26,Sonora,26032,Huásabas,Muy bajo
26,Sonora,26033,Huatabampo,Bajo
26,Sonora,26034,Huépac,Muy bajo
26,Sonora,26035,Imuris,Muy bajo
26,Sonora,26036,Magdalena,Muy bajo
26,Sonora,26037,Mazatán,Muy bajo
26,Sonora,26038,Moctezuma,Muy bajo
26,Sonora,26039,Naco,Muy bajo
26,Sonora,26040,Nácori Chico,Bajo
26,Sonora,26041,Nacozari de García,Muy bajo
26,Sonora,26042,Navojoa,Muy bajo
26,Sonora,26043,Nogales,Muy bajo
26,Sonora,26044,Ónavas,Muy bajo
26,Sonora,26045,Opodepe,Bajo
26,Sonora,26046,Oquitoa,Muy bajo
26,Sonora,26047,Pitiquito,Muy bajo
26,Sonora,26048,Puerto Peñasco,Muy bajo
26,Sonora,26049,Quiriego,Alto
26,Sonora,26050,Rayón,Bajo
26,Sonora,26051,Rosario,Medio
26,Sonora,26052,Sahuaripa,Bajo
26,Sonora,26053,San Felipe de Jesús,Muy bajo
26,Sonora,26054,San Javier,Muy bajo
26,Sonora,26055,San Luis Río Colorado,Muy bajo
26,Sonora,26056,San Miguel de Horcasitas,Medio
26,Sonora,26057,San Pedro de la Cueva,Muy bajo
26,Sonora,26058,Santa Ana,Muy bajo
26,Sonora,26059,Santa Cruz,Muy bajo
26,Sonora,26060,Sáric,Bajo
26,Sonora,26061,Soyopa,Bajo
26,Sonora,26062,Suaqui Grande,Muy bajo
26,Sonora,26063,Tepache,Muy bajo
26,Sonora,26064,Trincheras,Bajo
26,Sonora,26065,Tubutama,Bajo
26,Sonora,26066,Ures,Muy bajo
26,Sonora,26067,Villa Hidalgo,Muy bajo
26,Sonora,26068,Villa Pesqueira,Muy bajo
26,Sonora,26069,Yécora,Medio
26,Sonora,26070,General Plutarco Elías Calles,Muy bajo
26,Sonora,26071,Benito Juárez,Muy bajo
26,Sonora,26072,San Ignacio Río Muerto,Bajo
27,Tabasco,27001,Balancán,Medio
27,Tabasco,27002,Cárdenas,Bajo
27,Tabasco,27003,Centla,Medio
27,Tabasco,27004,Centro,Muy bajo
27,Tabasco,27005,Comalcalco,Bajo
27,Tabasco,27006,Cunduacán,Bajo
27,Tabasco,27007,Emiliano Zapata,Muy bajo
27,Tabasco,27008,Huimanguillo,Medio
27,Tabasco,27009,Jalapa,Bajo
27,Tabasco,27010,Jalpa de Méndez,Bajo
27,Tabasco,27011,Jonuta,Medio
27,Tabasco,27012,Macuspana,Medio
27,Tabasco,27013,Nacajuca,Muy bajo
27,Tabasco,27014,Paraíso,Muy bajo
27,Tabasco,27015,Tacotalpa,Medio
27,Tabasco,27016,Teapa,Bajo
27,Tabasco,27017,Tenosique,Bajo
28,Tamaulipas,28001,Abasolo,Bajo
28,Tamaulipas,28002,Aldama,Bajo
28,Tamaulipas,28003,Altamira,Muy bajo
28,Tamaulipas,28004,Antiguo Morelos,Medio
28,Tamaulipas,28005,Burgos,Bajo
28,Tamaulipas,28006,Bustamante,Muy alto
28,Tamaulipas,28007,Camargo,Muy bajo
28,Tamaulipas,28008,Casas,Alto
28,Tamaulipas,28009,Ciudad Madero,Muy bajo
28,Tamaulipas,28010,Cruillas,Medio
28,Tamaulipas,28011,Gómez Farías,Bajo
28,Tamaulipas,28012,González,Bajo
28,Tamaulipas,28013,Güémez,Bajo
28,Tamaulipas,28014,Guerrero,Bajo
28,Tamaulipas,28015,Gustavo Díaz Ordaz,Muy bajo
28,Tamaulipas,28016,Hidalgo,Bajo
28,Tamaulipas,28017,Jaumave,Bajo
28,Tamaulipas,28018,Jiménez,Bajo
28,Tamaulipas,28019,Llera,Medio
28,Tamaulipas,28020,Mainero,Bajo
28,Tamaulipas,28021,El Mante,Muy bajo
28,Tamaulipas,28022,Matamoros,Muy bajo
28,Tamaulipas,28023,Méndez,Medio
28,Tamaulipas,28024,Mier,Muy bajo
28,Tamaulipas,28025,Miguel Alemán,Muy bajo
28,Tamaulipas,28026,Miquihuana,Alto
28,Tamaulipas,28027,Nuevo Laredo,Muy bajo
28,Tamaulipas,28028,Nuevo Morelos,Bajo
28,Tamaulipas,28029,Ocampo,Bajo
28,Tamaulipas,28030,Padilla,Bajo
28,Tamaulipas,28031,Palmillas,Medio
28,Tamaulipas,28032,Reynosa,Muy bajo
28,Tamaulipas,28033,Río Bravo,Muy bajo
28,Tamaulipas,28034,San Carlos,Medio
28,Tamaulipas,28035,San Fernando,Bajo
28,Tamaulipas,28036,San Nicolás,Muy alto
28,Tamaulipas,28037,Soto la Marina,Bajo
28,Tamaulipas,28038,Tampico,Muy bajo
28,Tamaulipas,28039,Tula,Medio
28,Tamaulipas,28040,Valle Hermoso,Muy bajo
28,Tamaulipas,28041,Victoria,Muy bajo
28,Tamaulipas,28042,Villagrán,Bajo
28,Tamaulipas,28043,Xicoténcatl,Muy bajo
29,Tlaxcala,29001,Amaxac de Guerrero,Muy bajo
29,Tlaxcala,29002,Apetatitlán de Antonio Carvajal,Muy bajo
29,Tlaxcala,29003,Atlangatepec,Bajo
29,Tlaxcala,29004,Atltzayanca,Bajo
29,Tlaxcala,29005,Apizaco,Muy bajo
29,Tlaxcala,29006,Calpulalpan,Muy bajo
29,Tlaxcala,29007,El Carmen Tequexquitla,Bajo
29,Tlaxcala,29008,Cuapiaxtla,Bajo
29,Tlaxcala,29009,Cuaxomulco,Bajo
29,Tlaxcala,29010,Chiautempan,Muy bajo
29,Tlaxcala,29011,Muñoz de Domingo Arenas,Muy bajo
29,Tlaxcala,29012,Españita,Bajo
29,Tlaxcala,29013,Huamantla,Muy bajo
29,Tlaxcala,29014,Hueyotlipan,Muy bajo
29,Tlaxcala,29015,Ixtacuixtla de Mariano Matamoros,Muy bajo
29,Tlaxcala,29016,Ixtenco,Muy bajo
29,Tlaxcala,29017,Mazatecochco de José María Morelos,Bajo
29,Tlaxcala,29018,Contla de Juan Cuamatzi,Muy bajo
29,Tlaxcala,29019,Tepetitla de Lardizábal,Muy bajo
29,Tlaxcala,29020,Sanctórum de Lázaro Cárdenas,Muy bajo
29,Tlaxcala,29021,Nanacamilpa de Mariano Arista,Muy bajo
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,Muy bajo
29,Tlaxcala,29023,Natívitas,Bajo
29,Tlaxcala,29024,Panotla,Muy bajo
29,Tlaxcala,29025,San Pablo del Monte,Muy bajo
29,Tlaxcala,29026,Santa Cruz Tlaxcala,Muy bajo
29,Tlaxcala,29027,Tenancingo,Muy bajo
29,Tlaxcala,29028,Teolocholco,Muy bajo
29,Tlaxcala,29029,Tepeyanco,Muy bajo
29,Tlaxcala,29030,Terrenate,Bajo
29,Tlaxcala,29031,Tetla de la Solidaridad,Muy bajo
29,Tlaxcala,29032,Tetlatlahuca,Muy bajo
29,Tlaxcala,29033,Tlaxcala,Muy bajo
29,Tlaxcala,29034,Tlaxco,Bajo
29,Tlaxcala,29035,Tocatlán,Muy bajo
29,Tlaxcala,29036,Totolac,Muy bajo
29,Tlaxcala,29037,Ziltlaltépec de Trinidad Sánchez Santos,Medio
29,Tlaxcala,29038,Tzompantepec,Muy bajo
29,Tlaxcala,29039,Xaloztoc,Muy bajo
29,Tlaxcala,29040,Xaltocan,Bajo
29,Tlaxcala,29041,Papalotla de Xicohténcatl,Muy bajo
29,Tlaxcala,29042,Xicohtzinco,Muy bajo
29,Tlaxcala,29043,Yauhquemehcan,Muy bajo
29,Tlaxcala,29044,Zacatelco,Muy bajo
29,Tlaxcala,29045,Benito Juárez,Muy bajo
29,Tlaxcala,29046,Emiliano Zapata,Medio
29,Tlaxcala,29047,Lázaro Cárdenas,Bajo
29,Tlaxcala,29048,La Magdalena Tlaltelulco,Muy bajo
29,Tlaxcala,29049,San Damián Texóloc,Muy bajo
29,Tlaxcala,29050,San Francisco Tetlanohcan,Muy bajo
29,Tlaxcala,29051,San Jerónimo Zacualpan,Muy bajo
29,Tlaxcala,29052,San José Teacalco,Muy bajo
29,Tlaxcala,29053,San Juan Huactzinco,Muy bajo
29,Tlaxcala,29054,San Lorenzo Axocomanitla,Muy bajo
29,Tlaxcala,29055,San Lucas Tecopilco,Bajo
29,Tlaxcala,29056,Santa Ana Nopalucan,Muy bajo
29,Tlaxcala,29057,Santa Apolonia Teacalco,Muy bajo
29,Tlaxcala,29058,Santa Catarina Ayometla,Muy bajo
29,Tlaxcala,29059,Santa Cruz Quilehtla,Muy bajo
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla,Muy bajo
30,Veracruz de Ignacio de la Llave,30001,Acajete,Medio
30,Veracruz de Ignacio de la Llave,30002,Acatlán,Medio
30,Veracruz de Ignacio de la Llave,30003,Acayucan,Bajo
30,Veracruz de Ignacio de la Llave,30004,Actopan,Bajo
30,Veracruz de Ignacio de la Llave,30005,Acula,Alto
30,Veracruz de Ignacio de la Llave,30006,Acultzingo,Alto
30,Veracruz de Ignacio de la Llave,30007,Camarón de Tejeda,Medio
30,Veracruz de Ignacio de la Llave,30008,Alpatláhuac,Alto
30,Veracruz de Ignacio de la Llave,30009,Alto Lucero de Gutiérrez Barrios,Bajo
30,Veracruz de Ignacio de la Llave,30010,Altotonga,Medio
30,Veracruz de Ignacio de la Llave,30011,Alvarado,Muy bajo
30,Veracruz de Ignacio de la Llave,30012,Amatitlán,Medio
30,Veracruz de Ignacio de la Llave,30013,Naranjos Amatlán,Muy bajo
30,Veracruz de Ignacio de la Llave,30014,Amatlán de los Reyes,Bajo
30,Veracruz de Ignacio de la Llave,30015,Angel R. Cabada,Medio
30,Veracruz de Ignacio de la Llave,30016,La Antigua,Muy bajo
30,Veracruz de Ignacio de la Llave,30017,Apazapan,Bajo
30,Veracruz de Ignacio de la Llave,30018,Aquila,Alto
30,Veracruz de Ignacio de la Llave,30019,Astacinga,Alto
30,Veracruz de Ignacio de la Llave,30020,Atlahuilco,Muy alto
30,Veracruz de Ignacio de la Llave,30021,Atoyac,Bajo
30,Veracruz de Ignacio de la Llave,30022,Atzacan,Medio
30,Veracruz de Ignacio de la Llave,30023,Atzalan,Alto
30,Veracruz de Ignacio de la Llave,30024,Tlaltetela,Medio
30,Veracruz de Ignacio de la Llave,30025,Ayahualulco,Alto
30,Veracruz de Ignacio de la Llave,30026,Banderilla,Muy bajo
30,Veracruz de Ignacio de la Llave,30027,Benito Juárez,Alto
30,Veracruz de Ignacio de la Llave,30028,Boca del Río,Muy bajo
30,Veracruz de Ignacio de la Llave,30029,Calcahualco,Alto
30,Veracruz de Ignacio de la Llave,30030,Camerino Z. Mendoza,Bajo
30,Veracruz de Ignacio de la Llave,30031,Carrillo Puerto,Alto
30,Veracruz de Ignacio de la Llave,30032,Catemaco,Medio
30,Veracruz de Ignacio de la Llave,30033,Cazones de Herrera,Alto
30,Veracruz de Ignacio de la Llave,30034,Cerro Azul,Muy bajo
30,Veracruz de Ignacio de la Llave,30035,Citlaltépetl,Medio
30,Veracruz de Ignacio de la Llave,30036,Coacoatzintla,Bajo
30,Veracruz de Ignacio de la Llave,30037,Coahuitlán,Alto
30,Veracruz de Ignacio de la Llave,30038,Coatepec,Muy bajo
30,Veracruz de Ignacio de la Llave,30039,Coatzacoalcos,Muy bajo
30,Veracruz de Ignacio de la Llave,30040,Coatzintla,Muy bajo
30,Veracruz de Ignacio de la Llave,30041,Coetzala,Muy alto
30,Veracruz de Ignacio de la Llave,30042,Colipa,Alto
30,Veracruz de Ignacio de la Llave,30043,Comapa,Alto
30,Veracruz de Ignacio de la Llave,30044,Córdoba,Muy bajo
30,Veracruz de Ignacio de la Llave,30045,Cosamaloapan de Carpio,Bajo
30,Veracruz de Ignacio de la Llave,30046,Cosautlán de Carvajal,Medio
30,Veracruz de Ignacio de la Llave,30047,Coscomatepec,Alto
30,Veracruz de Ignacio de la Llave,30048,Cosoleacaque,Muy bajo
30,Veracruz de Ignacio de la Llave,30049,Cotaxtla,Medio
30,Veracruz de Ignacio de la Llave,30050,Coxquihui,Muy alto
30,Veracruz de Ignacio de la Llave,30051,Coyutla,Alto
30,Veracruz de Ignacio de la Llave,30052,Cuichapa,Medio
30,Veracruz de Ignacio de la Llave,30053,Cuitláhuac,Bajo
30,Veracruz de Ignacio de la Llave,30054,Chacaltianguis,Medio
30,Veracruz de Ignacio de la Llave,30055,Chalma,Alto
30,Veracruz de Ignacio de la Llave,30056,Chiconamel,Alto
30,Veracruz de Ignacio de la Llave,30057,Chiconquiaco,Alto
30,Veracruz de Ignacio de la Llave,30058,Chicontepec,Alto
30,Veracruz de Ignacio de la Llave,30059,Chinameca,Medio
30,Veracruz de Ignacio de la Llave,30060,Chinampa de Gorostiza,Alto
30,Veracruz de Ignacio de la Llave,30061,Las Choapas,Alto
30,Veracruz de Ignacio de la Llave,30062,Chocamán,Medio
30,Veracruz de Ignacio de la Llave,30063,Chontla,Alto
30,Veracruz de Ignacio de la Llave,30064,Chumatlán,Muy alto
30,Veracruz de Ignacio de la Llave,30065,Emiliano Zapata,Muy bajo
30,Veracruz de Ignacio de la Llave,30066,Espinal,Alto
30,Veracruz de Ignacio de la Llave,30067,Filomeno Mata,Alto
30,Veracruz de Ignacio de la Llave,30068,Fortín,Muy bajo
30,Veracruz de Ignacio de la Llave,30069,Gutiérrez Zamora,Bajo
30,Veracruz de Ignacio de la Llave,30070,Hidalgotitlán,Alto
30,Veracruz de Ignacio de la Llave,30071,Huatusco,Bajo
30,Veracruz de Ignacio de la Llave,30072,Huayacocotla,Alto
30,Veracruz de Ignacio de la Llave,30073,Hueyapan de Ocampo,Alto
30,Veracruz de Ignacio de la Llave,30074,Huiloapan de Cuauhtémoc,Bajo
30,Veracruz de Ignacio de la Llave,30075,Ignacio de la Llave,Alto
30,Veracruz de Ignacio de la Llave,30076,Ilamatlán,Muy alto
30,Veracruz de Ignacio de la Llave,30077,Isla,Bajo
30,Veracruz de Ignacio de la Llave,30078,Ixcatepec,Alto
30,Veracruz de Ignacio de la Llave,30079,Ixhuacán de los Reyes,Alto
30,Veracruz de Ignacio de la Llave,30080,Ixhuatlán del Café,Medio
30,Veracruz de Ignacio de la Llave,30081,Ixhuatlancillo,Bajo
30,Veracruz de Ignacio de la Llave,30082,Ixhuatlán del Sureste,Bajo
30,Veracruz de Ignacio de la Llave,30083,Ixhuatlán de Madero,Alto
30,Veracruz de Ignacio de la Llave,30084,Ixmatlahuacan,Medio
30,Veracruz de Ignacio de la Llave,30085,Ixtaczoquitlán,Muy bajo
30,Veracruz de Ignacio de la Llave,30086,Jalacingo,Medio
30,Veracruz de Ignacio de la Llave,30087,Xalapa,Muy bajo
30,Veracruz de Ignacio de la Llave,30088,Jalcomulco,Medio
30,Veracruz de Ignacio de la Llave,30089,Jáltipan,Bajo
30,Veracruz de Ignacio de la Llave,30090,Jamapa,Medio
30,Veracruz de Ignacio de la Llave,30091,Jesús Carranza,Alto
30,Veracruz de Ignacio de la Llave,30092,Xico,Bajo
30,Veracruz de Ignacio de la Llave,30093,Jilotepec,Bajo
30,Veracruz de Ignacio de la Llave,30094,Juan Rodríguez Clara,Medio
30,Veracruz de Ignacio de la Llave,30095,Juchique de Ferrer,Alto
30,Veracruz de Ignacio de la Llave,30096,Landero y Coss,Medio
30,Veracruz de Ignacio de la Llave,30097,Lerdo de Tejada,Muy bajo
30,Veracruz de Ignacio de la Llave,30098,Magdalena,Alto
30,Veracruz de Ignacio de la Llave,30099,Maltrata,Medio
30,Veracruz de Ignacio de la Llave,30100,Manlio Fabio Altamirano,Bajo
30,Veracruz de Ignacio de la Llave,30101,Mariano Escobedo,Bajo
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,Bajo
30,Veracruz de Ignacio de la Llave,30103,Mecatlán,Muy alto
30,Veracruz de Ignacio de la Llave,30104,Mecayapan,Alto
30,Veracruz de Ignacio de la Llave,30105,Medellín de Bravo,Muy bajo
30,Veracruz de Ignacio de la Llave,30106,Miahuatlán,Medio
30,Veracruz de Ignacio de la Llave,30107,Las Minas,Alto
30,Veracruz de Ignacio de la Llave,30108,Minatitlán,Muy bajo
30,Veracruz de Ignacio de la Llave,30109,Misantla,Bajo
30,Veracruz de Ignacio de la Llave,30110,Mixtla de Altamirano,Muy alto
30,Veracruz de Ignacio de la Llave,30111,Moloacán,Bajo
30,Veracruz de Ignacio de la Llave,30112,Naolinco,Bajo
30,Veracruz de Ignacio de la Llave,30113,Naranjal,Alto
30,Veracruz de Ignacio de la Llave,30114,Nautla,Medio
30,Veracruz de Ignacio de la Llave,30115,Nogales,Bajo
30,Veracruz de Ignacio de la Llave,30116,Oluta,Bajo
30,Veracruz de Ignacio de la Llave,30117,Omealca,Medio
30,Veracruz de Ignacio de la Llave,30118,Orizaba,Muy bajo
30,Veracruz de Ignacio de la Llave,30119,Otatitlán,Bajo
30,Veracruz de Ignacio de la Llave,30120,Oteapan,Bajo
30,Veracruz de Ignacio de la Llave,30121,Ozuluama de Mascareñas,Alto
30,Veracruz de Ignacio de la Llave,30122,Pajapan,Alto
30,Veracruz de Ignacio de la Llave,30123,Pánuco,Bajo
30,Veracruz de Ignacio de la Llave,30124,Papantla,Alto
30,Veracruz de Ignacio de la Llave,30125,Paso del Macho,Medio
30,Veracruz de Ignacio de la Llave,30126,Paso de Ovejas,Bajo
30,Veracruz de Ignacio de la Llave,30127,La Perla,Alto
30,Veracruz de Ignacio de la Llave,30128,Perote,Bajo
30,Veracruz de Ignacio de la Llave,30129,Platón Sánchez,Alto
30,Veracruz de Ignacio de la Llave,30130,Playa Vicente,Medio
30,Veracruz de Ignacio de la Llave,30131,Poza Rica de Hidalgo,Muy bajo
30,Veracruz de Ignacio de la Llave,30132,Las Vigas de Ramírez,Medio
30,Veracruz de Ignacio de la Llave,30133,Pueblo Viejo,Bajo
30,Veracruz de Ignacio de la Llave,30134,Puente Nacional,Bajo
30,Veracruz de Ignacio de la Llave,30135,Rafael Delgado,Medio
30,Veracruz de Ignacio de la Llave,30136,Rafael Lucio,Bajo
30,Veracruz de Ignacio de la Llave,30137,Los Reyes,Muy alto
30,Veracruz de Ignacio de la Llave,30138,Río Blanco,Muy bajo
30,Veracruz de Ignacio de la Llave,30139,Saltabarranca,Medio
30,Veracruz de Ignacio de la Llave,30140,San Andrés Tenejapan,Alto
30,Veracruz de Ignacio de la Llave,30141,San Andrés Tuxtla,Medio
30,Veracruz de Ignacio de la Llave,30142,San Juan Evangelista,Medio
30,Veracruz de Ignacio de la Llave,30143,Santiago Tuxtla,Medio
30,Veracruz de Ignacio de la Llave,30144,Sayula de Alemán,Medio
30,Veracruz de Ignacio de la Llave,30145,Soconusco,Bajo
30,Veracruz de Ignacio de la Llave,30146,Sochiapa,Medio
30,Veracruz de Ignacio de la Llave,30147,Soledad Atzompa,Muy alto
30,Veracruz de Ignacio de la Llave,30148,Soledad de Doblado,Bajo
30,Veracruz de Ignacio de la Llave,30149,Soteapan,Muy alto
30,Veracruz de Ignacio de la Llave,30150,Tamalín,Medio
30,Veracruz de Ignacio de la Llave,30151,Tamiahua,Alto
30,Veracruz de Ignacio de la Llave,30152,Tampico Alto,Alto
30,Veracruz de Ignacio de la Llave,30153,Tancoco,Medio
30,Veracruz de Ignacio de la Llave,30154,Tantima,Alto
30,Veracruz de Ignacio de la Llave,30155,Tantoyuca,Muy alto
30,Veracruz de Ignacio de la Llave,30156,Tatatila,Alto
30,Veracruz de Ignacio de la Llave,30157,Castillo de Teayo,Muy alto
30,Veracruz de Ignacio de la Llave,30158,Tecolutla,Alto
30,Veracruz de Ignacio de la Llave,30159,Tehuipango,Muy alto
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,Medio
30,Veracruz de Ignacio de la Llave,30161,Tempoal,Alto
30,Veracruz de Ignacio de la Llave,30162,Tenampa,Alto
30,Veracruz de Ignacio de la Llave,30163,Tenochtitlán,Alto
30,Veracruz de Ignacio de la Llave,30164,Teocelo,Bajo
30,Veracruz de Ignacio de la Llave,30165,Tepatlaxco,Muy alto
30,Veracruz de Ignacio de la Llave,30166,Tepetlán,Medio
30,Veracruz de Ignacio de la Llave,30167,Tepetzintla,Medio
30,Veracruz de Ignacio de la Llave,30168,Tequila,Muy alto
30,Veracruz de Ignacio de la Llave,30169,José Azueta,Alto
30,Veracruz de Ignacio de la Llave,30170,Texcatepec,Muy alto
30,Veracruz de Ignacio de la Llave,30171,Texhuacán,Alto
30,Veracruz de Ignacio de la Llave,30172,Texistepec,Alto
30,Veracruz de Ignacio de la Llave,30173,Tezonapa,Muy alto
30,Veracruz de Ignacio de la Llave,30174,Tierra Blanca,Bajo
30,Veracruz de Ignacio de la Llave,30175,Tihuatlán,Medio
30,Veracruz de Ignacio de la Llave,30176,Tlacojalpan,Medio
30,Veracruz de Ignacio de la Llave,30177,Tlacolulan,Alto
30,Veracruz de Ignacio de la Llave,30178,Tlacotalpan,Medio
30,Veracruz de Ignacio de la Llave,30179,Tlacotepec de Mejía,Medio
30,Veracruz de Ignacio de la Llave,30180,Tlachichilco,Muy alto
30,Veracruz de Ignacio de la Llave,30181,Tlalixcoyan,Medio
30,Veracruz de Ignacio de la Llave,30182,Tlalnelhuayocan,Bajo
30,Veracruz de Ignacio de la Llave,30183,Tlapacoyan,Bajo
30,Veracruz de Ignacio de la Llave,30184,Tlaquilpa,Alto
30,Veracruz de Ignacio de la Llave,30185,Tlilapan,Medio
30,Veracruz de Ignacio de la Llave,30186,Tomatlán,Bajo
30,Veracruz de Ignacio de la Llave,30187,Tonayán,Alto
30,Veracruz de Ignacio de la Llave,30188,Totutla,Medio
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,Muy bajo
30,Veracruz de Ignacio de la Llave,30190,Tuxtilla,Medio
30,Veracruz de Ignacio de la Llave,30191,Ursulo Galván,Muy bajo
30,Veracruz de Ignacio de la Llave,30192,Vega de Alatorre,Bajo
30,Veracruz de Ignacio de la Llave,30193,Veracruz,Muy bajo
30,Veracruz de Ignacio de la Llave,30194,Villa Aldama,Medio
30,Veracruz de Ignacio de la Llave,30195,Xoxocotla,Muy alto
30,Veracruz de Ignacio de la Llave,30196,Yanga,Bajo
30,Veracruz de Ignacio de la Llave,30197,Yecuatla,Medio
30,Veracruz de Ignacio de la Llave,30198,Zacualpan,Alto
30,Veracruz de Ignacio de la Llave,30199,Zaragoza,Medio
30,Veracruz de Ignacio de la Llave,30200,Zentla,Medio
30,Veracruz de Ignacio de la Llave,30201,Zongolica,Alto
30,Veracruz de Ignacio de la Llave,30202,Zontecomatlán de López y Fuentes,Muy alto
30,Veracruz de Ignacio de la Llave,30203,Zozocolco de Hidalgo,Muy alto
30,Veracruz de Ignacio de la Llave,30204,Agua Dulce,Bajo
