CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,GM_2020
20,Oaxaca,20294,San Pablo Huitzo,Muy bajo
20,Oaxaca,20295,San Pablo Huixtepec,Muy bajo
20,Oaxaca,20296,San Pablo Macuiltianguis,Medio
20,Oaxaca,20297,San Pablo Tijaltepec,Muy alto
20,Oaxaca,20298,San Pablo Villa de Mitla,Medio
20,Oaxaca,20299,San Pablo Yaganiza,Medio
20,Oaxaca,20300,San Pedro Amuzgos,Alto
20,Oaxaca,20301,San Pedro Apóstol,Medio
20,Oaxaca,20302,San Pedro Atoyac,Muy alto
20,Oaxaca,20303,San Pedro Cajonos,Medio
20,Oaxaca,20304,San Pedro Coxcaltepec Cántaros,Alto
20,Oaxaca,20305,San Pedro Comitancillo,Bajo
20,Oaxaca,20306,San Pedro el Alto,Muy alto
20,Oaxaca,20307,San Pedro Huamelula,Alto
20,Oaxaca,20308,San Pedro Huilotepec,Alto
20,Oaxaca,20309,San Pedro Ixcatlán,Muy alto
20,Oaxaca,20310,San Pedro Ixtlahuaca,Muy alto
20,Oaxaca,20311,San Pedro Jaltepetongo,Muy alto
20,Oaxaca,20312,San Pedro Jicayán,Muy alto
20,Oaxaca,20313,San Pedro Jocotipac,Alto
20,Oaxaca,20314,San Pedro Juchatengo,Medio
20,Oaxaca,20315,San Pedro Mártir,Muy alto
20,Oaxaca,20316,San Pedro Mártir Quiechapa,Medio
20,Oaxaca,20317,San Pedro Mártir Yucuxaco,Alto
20,Oaxaca,20318,San Pedro Mixtepec -Dto. 22,Bajo
20,Oaxaca,20319,San Pedro Mixtepec -Dto. 26,Alto
20,Oaxaca,20320,San Pedro Molinos,Medio
20,Oaxaca,20321,San Pedro Nopala,Alto
20,Oaxaca,20322,San Pedro Ocopetatillo,Muy alto
20,Oaxaca,20323,San Pedro Ocotepec,Alto
20,Oaxaca,20324,San Pedro Pochutla,Alto
20,Oaxaca,20325,San Pedro Quiatoni,Muy alto
20,Oaxaca,20326,San Pedro Sochiápam,Alto
20,Oaxaca,20327,San Pedro Tapanatepec,Medio
20,Oaxaca,20328,San Pedro Taviche,Alto
20,Oaxaca,20329,San Pedro Teozacoalco,Alto
20,Oaxaca,20330,San Pedro Teutila,Alto
20,Oaxaca,20331,San Pedro Tidaá,Alto
20,Oaxaca,20332,San Pedro Topiltepec,Medio
20,Oaxaca,20333,San Pedro Totolápam,Bajo
20,Oaxaca,20334,Villa de Tututepec de Melchor Ocampo,Medio
20,Oaxaca,20335,San Pedro Yaneri,Alto
20,Oaxaca,20336,San Pedro Yólox,Medio
20,Oaxaca,20337,San Pedro y San Pablo Ayutla,Muy alto
20,Oaxaca,20338,Villa de Etla,Muy bajo
20,Oaxaca,20339,San Pedro y San Pablo Teposcolula,Bajo
20,Oaxaca,20340,San Pedro y San Pablo Tequixtepec,Medio
20,Oaxaca,20341,San Pedro Yucunama,Medio
20,Oaxaca,20342,San Raymundo Jalpan,Muy bajo
20,Oaxaca,20343,San Sebastián Abasolo,Medio
20,Oaxaca,20344,San Sebastián Coatlán,Alto
20,Oaxaca,20345,San Sebastián Ixcapa,Alto
20,Oaxaca,20346,San Sebastián Nicananduta,Alto
20,Oaxaca,20347,San Sebastián Río Hondo,Medio
20,Oaxaca,20348,San Sebastián Tecomaxtlahuaca,Alto
20,Oaxaca,20349,San Sebastián Teitipac,Alto
20,Oaxaca,20350,San Sebastián Tutla,Muy bajo
20,Oaxaca,20351,San Simón Almolongas,Alto
20,Oaxaca,20352,San Simón Zahuatlán,Muy alto
20,Oaxaca,20353,Santa Ana,Alto
20,Oaxaca,20354,Santa Ana Ateixtlahuaca,Muy alto
20,Oaxaca,20355,Santa Ana Cuauhtémoc,Alto
20,Oaxaca,20356,Santa Ana del Valle,Medio
20,Oaxaca,20357,Santa Ana Tavela,Medio
20,Oaxaca,20358,Santa Ana Tlapacoyan,Alto
20,Oaxaca,20359,Santa Ana Yareni,Alto
20,Oaxaca,20360,Santa Ana Zegache,Alto
20,Oaxaca,20361,Santa Catalina Quierí,Alto
20,Oaxaca,20362,Santa Catarina Cuixtla,Medio
20,Oaxaca,20363,Santa Catarina Ixtepeji,Medio
20,Oaxaca,20364,Santa Catarina Juquila,Alto
20,Oaxaca,20365,Santa Catarina Lachatao,Medio
20,Oaxaca,20366,Santa Catarina Loxicha,Alto
20,Oaxaca,20367,Santa Catarina Mechoacán,Muy alto
20,Oaxaca,20368,Santa Catarina Minas,Alto
20,Oaxaca,20369,Santa Catarina Quiané,Medio
20,Oaxaca,20370,Santa Catarina Tayata,Bajo
20,Oaxaca,20371,Santa Catarina Ticuá,Alto
20,Oaxaca,20372,Santa Catarina Yosonotú,Muy alto
20,Oaxaca,20373,Santa Catarina Zapoquila,Alto
20,Oaxaca,20374,Santa Cruz Acatepec,Muy alto
20,Oaxaca,20375,Santa Cruz Amilpas,Muy bajo
20,Oaxaca,20376,Santa Cruz de Bravo,Alto
20,Oaxaca,20377,Santa Cruz Itundujia,Alto
20,Oaxaca,20378,Santa Cruz Mixtepec,Alto
20,Oaxaca,20379,Santa Cruz Nundaco,Alto
20,Oaxaca,20380,Santa Cruz Papalutla,Medio
20,Oaxaca,20381,Santa Cruz Tacache de Mina,Medio
20,Oaxaca,20382,Santa Cruz Tacahua,Alto
20,Oaxaca,20383,Santa Cruz Tayata,Medio
20,Oaxaca,20384,Santa Cruz Xitla,Alto
20,Oaxaca,20385,Santa Cruz Xoxocotlán,Muy bajo
20,Oaxaca,20386,Santa Cruz Zenzontepec,Muy alto
20,Oaxaca,20387,Santa Gertrudis,Medio
20,Oaxaca,20388,Santa Inés del Monte,Alto
20,Oaxaca,20389,Santa Inés Yatzeche,Alto
20,Oaxaca,20390,Santa Lucía del Camino,Muy bajo
20,Oaxaca,20391,Santa Lucía Miahuatlán,Muy alto
20,Oaxaca,20392,Santa Lucía Monteverde,Muy alto
20,Oaxaca,20393,Santa Lucía Ocotlán,Alto
20,Oaxaca,20394,Santa María Alotepec,Alto
20,Oaxaca,20395,Santa María Apazco,Muy alto
20,Oaxaca,20396,Santa María la Asunción,Muy alto
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,Medio
20,Oaxaca,20398,Ayoquezco de Aldama,Alto
20,Oaxaca,20399,Santa María Atzompa,Bajo
20,Oaxaca,20400,Santa María Camotlán,Medio
20,Oaxaca,20401,Santa María Colotepec,Medio
20,Oaxaca,20402,Santa María Cortijo,Alto
20,Oaxaca,20403,Santa María Coyotepec,Bajo
20,Oaxaca,20404,Santa María Chachoápam,Bajo
20,Oaxaca,20405,Villa de Chilapa de Díaz,Medio
20,Oaxaca,20406,Santa María Chilchotla,Muy alto
20,Oaxaca,20407,Santa María Chimalapa,Alto
20,Oaxaca,20408,Santa María del Rosario,Medio
20,Oaxaca,20409,Santa María del Tule,Muy bajo
20,Oaxaca,20410,Santa María Ecatepec,Medio
20,Oaxaca,20411,Santa María Guelacé,Bajo
20,Oaxaca,20412,Santa María Guienagati,Alto
20,Oaxaca,20413,Santa María Huatulco,Bajo
20,Oaxaca,20414,Santa María Huazolotitlán,Medio
20,Oaxaca,20415,Santa María Ipalapa,Medio
20,Oaxaca,20416,Santa María Ixcatlán,Alto
20,Oaxaca,20417,Santa María Jacatepec,Alto
20,Oaxaca,20418,Santa María Jalapa del Marqués,Bajo
20,Oaxaca,20419,Santa María Jaltianguis,Bajo
20,Oaxaca,20420,Santa María Lachixío,Alto
20,Oaxaca,20421,Santa María Mixtequilla,Bajo
20,Oaxaca,20422,Santa María Nativitas,Medio
20,Oaxaca,20423,Santa María Nduayaco,Alto
20,Oaxaca,20424,Santa María Ozolotepec,Alto
20,Oaxaca,20425,Santa María Pápalo,Alto
20,Oaxaca,20426,Santa María Peñoles,Muy alto
20,Oaxaca,20427,Santa María Petapa,Medio
20,Oaxaca,20428,Santa María Quiegolani,Alto
20,Oaxaca,20429,Santa María Sola,Alto
20,Oaxaca,20430,Santa María Tataltepec,Medio
20,Oaxaca,20431,Santa María Tecomavaca,Medio
20,Oaxaca,20432,Santa María Temaxcalapa,Bajo
20,Oaxaca,20433,Santa María Temaxcaltepec,Muy alto
20,Oaxaca,20434,Santa María Teopoxco,Alto
20,Oaxaca,20435,Santa María Tepantlali,Muy alto
20,Oaxaca,20436,Santa María Texcatitlán,Muy alto
20,Oaxaca,20437,Santa María Tlahuitoltepec,Alto
20,Oaxaca,20438,Santa María Tlalixtac,Alto
20,Oaxaca,20439,Santa María Tonameca,Alto
20,Oaxaca,20440,Santa María Totolapilla,Alto
20,Oaxaca,20441,Santa María Xadani,Medio
20,Oaxaca,20442,Santa María Yalina,Medio
20,Oaxaca,20443,Santa María Yavesía,Bajo
20,Oaxaca,20444,Santa María Yolotepec,Medio
20,Oaxaca,20445,Santa María Yosoyúa,Medio
20,Oaxaca,20446,Santa María Yucuhiti,Alto
20,Oaxaca,20447,Santa María Zacatepec,Alto
20,Oaxaca,20448,Santa María Zaniza,Muy alto
20,Oaxaca,20449,Santa María Zoquitlán,Alto
20,Oaxaca,20450,Santiago Amoltepec,Muy alto
20,Oaxaca,20451,Santiago Apoala,Muy alto
20,Oaxaca,20452,Santiago Apóstol,Muy alto
20,Oaxaca,20453,Santiago Astata,Alto
20,Oaxaca,20454,Santiago Atitlán,Alto
20,Oaxaca,20455,Santiago Ayuquililla,Alto
20,Oaxaca,20456,Santiago Cacaloxtepec,Alto
20,Oaxaca,20457,Santiago Camotlán,Alto
20,Oaxaca,20458,Santiago Comaltepec,Medio
20,Oaxaca,20459,Santiago Chazumba,Medio
20,Oaxaca,20460,Santiago Choápam,Alto
20,Oaxaca,20461,Santiago del Río,Alto
20,Oaxaca,20462,Santiago Huajolotitlán,Bajo
20,Oaxaca,20463,Santiago Huauclilla,Medio
20,Oaxaca,20464,Santiago Ihuitlán Plumas,Medio
20,Oaxaca,20465,Santiago Ixcuintepec,Alto
20,Oaxaca,20466,Santiago Ixtayutla,Muy alto
20,Oaxaca,20467,Santiago Jamiltepec,Medio
20,Oaxaca,20468,Santiago Jocotepec,Alto
20,Oaxaca,20469,Santiago Juxtlahuaca,Alto
20,Oaxaca,20470,Santiago Lachiguiri,Alto
20,Oaxaca,20471,Santiago Lalopa,Medio
20,Oaxaca,20472,Santiago Laollaga,Bajo
20,Oaxaca,20473,Santiago Laxopa,Bajo
20,Oaxaca,20474,Santiago Llano Grande,Alto
20,Oaxaca,20475,Santiago Matatlán,Alto
20,Oaxaca,20476,Santiago Miltepec,Medio
20,Oaxaca,20477,Santiago Minas,Alto
20,Oaxaca,20478,Santiago Nacaltepec,Medio
20,Oaxaca,20479,Santiago Nejapilla,Medio
20,Oaxaca,20480,Santiago Nundiche,Muy alto
20,Oaxaca,20481,Santiago Nuyoó,Alto
20,Oaxaca,20482,Santiago Pinotepa Nacional,Alto
20,Oaxaca,20483,Santiago Suchilquitongo,Bajo
20,Oaxaca,20484,Santiago Tamazola,Alto
20,Oaxaca,20485,Santiago Tapextla,Muy alto
20,Oaxaca,20486,Villa Tejúpam de la Unión,Medio
20,Oaxaca,20487,Santiago Tenango,Medio
20,Oaxaca,20488,Santiago Tepetlapa,Medio
20,Oaxaca,20489,Santiago Tetepec,Alto
20,Oaxaca,20490,Santiago Texcalcingo,Alto
20,Oaxaca,20491,Santiago Textitlán,Alto
20,Oaxaca,20492,Santiago Tilantongo,Alto
20,Oaxaca,20493,Santiago Tillo,Bajo
20,Oaxaca,20494,Santiago Tlazoyaltepec,Muy alto
20,Oaxaca,20495,Santiago Xanica,Muy alto
20,Oaxaca,20496,Santiago Xiacuí,Bajo
20,Oaxaca,20497,Santiago Yaitepec,Muy alto
20,Oaxaca,20498,Santiago Yaveo,Muy alto
20,Oaxaca,20499,Santiago Yolomécatl,Bajo
20,Oaxaca,20500,Santiago Yosondúa,Alto
20,Oaxaca,20501,Santiago Yucuyachi,Alto
20,Oaxaca,20502,Santiago Zacatepec,Muy alto
20,Oaxaca,20503,Santiago Zoochila,Bajo
20,Oaxaca,20504,Nuevo Zoquiápam,Medio
20,Oaxaca,20505,Santo Domingo Ingenio,Bajo
20,Oaxaca,20506,Santo Domingo Albarradas,Medio
20,Oaxaca,20507,Santo Domingo Armenta,Alto
20,Oaxaca,20508,Santo Domingo Chihuitán,Bajo
20,Oaxaca,20509,Santo Domingo de Morelos,Muy alto
20,Oaxaca,20510,Santo Domingo Ixcatlán,Alto
20,Oaxaca,20511,Santo Domingo Nuxaá,Muy alto
20,Oaxaca,20512,Santo Domingo Ozolotepec,Alto
20,Oaxaca,20513,Santo Domingo Petapa,Medio
20,Oaxaca,20514,Santo Domingo Roayaga,Muy alto
20,Oaxaca,20515,Santo Domingo Tehuantepec,Bajo
20,Oaxaca,20516,Santo Domingo Teojomulco,Alto
20,Oaxaca,20517,Santo Domingo Tepuxtepec,Muy alto
20,Oaxaca,20518,Santo Domingo Tlatayápam,Bajo
20,Oaxaca,20519,Santo Domingo Tomaltepec,Medio
20,Oaxaca,20520,Santo Domingo Tonalá,Medio
20,Oaxaca,20521,Santo Domingo Tonaltepec,Medio
20,Oaxaca,20522,Santo Domingo Xagacía,Alto
20,Oaxaca,20523,Santo Domingo Yanhuitlán,Medio
20,Oaxaca,20524,Santo Domingo Yodohino,Bajo
20,Oaxaca,20525,Santo Domingo Zanatepec,Medio
20,Oaxaca,20526,Santos Reyes Nopala,Alto
20,Oaxaca,20527,Santos Reyes Pápalo,Alto
20,Oaxaca,20528,Santos Reyes Tepejillo,Alto
20,Oaxaca,20529,Santos Reyes Yucuná,Muy alto
20,Oaxaca,20530,Santo Tomás Jalieza,Alto
20,Oaxaca,20531,Santo Tomás Mazaltepec,Medio
20,Oaxaca,20532,Santo Tomás Ocotepec,Alto
20,Oaxaca,20533,Santo Tomás Tamazulapan,Medio
20,Oaxaca,20534,San Vicente Coatlán,Alto
20,Oaxaca,20535,San Vicente Lachixío,Alto
20,Oaxaca,20536,San Vicente Nuñú,Bajo
20,Oaxaca,20537,Silacayoápam,Alto
20,Oaxaca,20538,Sitio de Xitlapehua,Medio
20,Oaxaca,20539,Soledad Etla,Bajo
20,Oaxaca,20540,Villa de Tamazulápam del Progreso,Bajo
20,Oaxaca,20541,Tanetze de Zaragoza,Medio
20,Oaxaca,20542,Taniche,Medio
20,Oaxaca,20543,Tataltepec de Valdés,Alto
20,Oaxaca,20544,Teococuilco de Marcos Pérez,Alto
20,Oaxaca,20545,Teotitlán de Flores Magón,Bajo
20,Oaxaca,20546,Teotitlán del Valle,Alto
20,Oaxaca,20547,Teotongo,Medio
20,Oaxaca,20548,Tepelmeme Villa de Morelos,Alto
20,Oaxaca,20549,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Alto
20,Oaxaca,20550,San Jerónimo Tlacochahuaya,Medio
20,Oaxaca,20551,Tlacolula de Matamoros,Bajo
20,Oaxaca,20552,Tlacotepec Plumas,Medio
20,Oaxaca,20553,Tlalixtac de Cabrera,Muy bajo
20,Oaxaca,20554,Totontepec Villa de Morelos,Alto
20,Oaxaca,20555,Trinidad Zaachila,Medio
20,Oaxaca,20556,La Trinidad Vista Hermosa,Medio
20,Oaxaca,20557,Unión Hidalgo,Muy bajo
20,Oaxaca,20558,Valerio Trujano,Medio
20,Oaxaca,20559,San Juan Bautista Valle Nacional,Medio
20,Oaxaca,20560,Villa Díaz Ordaz,Alto
20,Oaxaca,20561,Yaxe,Alto
20,Oaxaca,20562,Magdalena Yodocono de Porfirio Díaz,Medio
20,Oaxaca,20563,Yogana,Muy alto
20,Oaxaca,20564,Yutanduchi de Guerrero,Alto
20,Oaxaca,20565,Villa de Zaachila,Alto
20,Oaxaca,20566,San Mateo Yucutindoo,Alto
20,Oaxaca,20567,Zapotitlán Lagunas,Muy alto
20,Oaxaca,20568,Zapotitlán Palmas,Medio
20,Oaxaca,20569,Santa Inés de Zaragoza,Alto
20,Oaxaca,20570,Zimatlán de Álvarez,Medio
21,Puebla,21001,Acajete,Medio
21,Puebla,21002,Acateno,Alto
21,Puebla,21003,Acatlán,Medio
21,Puebla,21004,Acatzingo,Medio
21,Puebla,21005,Acteopan,Muy alto
21,Puebla,21006,Ahuacatlán,Alto
21,Puebla,21007,Ahuatlán,Alto
21,Puebla,21008,Ahuazotepec,Bajo
21,Puebla,21009,Ahuehuetitla,Alto
21,Puebla,21010,Ajalpan,Alto
21,Puebla,21011,Albino Zertuche,Medio
21,Puebla,21012,Aljojuca,Medio
21,Puebla,21013,Altepexi,Bajo
21,Puebla,21014,Amixtlán,Alto
21,Puebla,21015,Amozoc,Muy bajo
21,Puebla,21016,Aquixtla,Medio
21,Puebla,21017,Atempan,Medio
21,Puebla,21018,Atexcal,Medio
21,Puebla,21019,Atlixco,Muy bajo
21,Puebla,21020,Atoyatempan,Bajo
21,Puebla,21021,Atzala,Medio
21,Puebla,21022,Atzitzihuacán,Medio
21,Puebla,21023,Atzitzintla,Alto
21,Puebla,21024,Axutla,Medio
21,Puebla,21025,Ayotoxco de Guerrero,Alto
21,Puebla,21026,Calpan,Medio
21,Puebla,21027,Caltepec,Alto
21,Puebla,21028,Camocuautla,Alto
21,Puebla,21029,Caxhuacan,Alto
21,Puebla,21030,Coatepec,Alto
21,Puebla,21031,Coatzingo,Alto
21,Puebla,21032,Cohetzala,Medio
21,Puebla,21033,Cohuecan,Medio
21,Puebla,21034,Coronango,Muy bajo
21,Puebla,21035,Coxcatlán,Medio
21,Puebla,21036,Coyomeapan,Muy alto
21,Puebla,21037,Coyotepec,Medio
21,Puebla,21038,Cuapiaxtla de Madero,Medio
21,Puebla,21039,Cuautempan,Alto
21,Puebla,21040,Cuautinchán,Alto
21,Puebla,21041,Cuautlancingo,Muy bajo
21,Puebla,21042,Cuayuca de Andrade,Alto
21,Puebla,21043,Cuetzalan del Progreso,Alto
21,Puebla,21044,Cuyoaco,Medio
21,Puebla,21045,Chalchicomula de Sesma,Bajo
21,Puebla,21046,Chapulco,Bajo
21,Puebla,21047,Chiautla,Medio
21,Puebla,21048,Chiautzingo,Bajo
21,Puebla,21049,Chiconcuautla,Alto
21,Puebla,21050,Chichiquila,Alto
21,Puebla,21051,Chietla,Bajo
21,Puebla,21052,Chigmecatitlán,Alto
21,Puebla,21053,Chignahuapan,Bajo
21,Puebla,21054,Chignautla,Medio
21,Puebla,21055,Chila,Alto
21,Puebla,21056,Chila de la Sal,Medio
21,Puebla,21057,Honey,Alto
21,Puebla,21058,Chilchotla,Alto
21,Puebla,21059,Chinantla,Alto
21,Puebla,21060,Domingo Arenas,Bajo
21,Puebla,21061,Eloxochitlán,Muy alto
21,Puebla,21062,Epatlán,Medio
21,Puebla,21063,Esperanza,Bajo
21,Puebla,21064,Francisco Z. Mena,Alto
21,Puebla,21065,General Felipe Ángeles,Medio
21,Puebla,21066,Guadalupe,Alto
21,Puebla,21067,Guadalupe Victoria,Bajo
21,Puebla,21068,Hermenegildo Galeana,Alto
21,Puebla,21069,Huaquechula,Medio
21,Puebla,21070,Huatlatlauca,Alto
21,Puebla,21071,Huauchinango,Bajo
21,Puebla,21072,Huehuetla,Muy alto
21,Puebla,21073,Huehuetlán el Chico,Medio
21,Puebla,21074,Huejotzingo,Muy bajo
21,Puebla,21075,Hueyapan,Medio
21,Puebla,21076,Hueytamalco,Medio
21,Puebla,21077,Hueytlalpan,Muy alto
21,Puebla,21078,Huitzilan de Serdán,Alto
21,Puebla,21079,Huitziltepec,Medio
21,Puebla,21080,Atlequizayan,Alto
21,Puebla,21081,Ixcamilpa de Guerrero,Alto
21,Puebla,21082,Ixcaquixtla,Bajo
21,Puebla,21083,Ixtacamaxtitlán,Alto
21,Puebla,21084,Ixtepec,Alto
21,Puebla,21085,Izúcar de Matamoros,Bajo
21,Puebla,21086,Jalpan,Alto
21,Puebla,21087,Jolalpan,Alto
21,Puebla,21088,Jonotla,Alto
21,Puebla,21089,Jopala,Alto
21,Puebla,21090,Juan C. Bonilla,Muy bajo
21,Puebla,21091,Juan Galindo,Muy bajo
21,Puebla,21092,Juan N. Méndez,Alto
21,Puebla,21093,Lafragua,Medio
21,Puebla,21094,Libres,Bajo
21,Puebla,21095,La Magdalena Tlatlauquitepec,Bajo
21,Puebla,21096,Mazapiltepec de Juárez,Bajo
21,Puebla,21097,Mixtla,Bajo
21,Puebla,21098,Molcaxac,Medio
21,Puebla,21099,Cañada Morelos,Alto
21,Puebla,21100,Naupan,Alto
21,Puebla,21101,Nauzontla,Medio
21,Puebla,21102,Nealtican,Muy bajo
21,Puebla,21103,Nicolás Bravo,Alto
21,Puebla,21104,Nopalucan,Bajo
21,Puebla,21105,Ocotepec,Medio
21,Puebla,21106,Ocoyucan,Bajo
21,Puebla,21107,Olintla,Muy alto
21,Puebla,21108,Oriental,Bajo
21,Puebla,21109,Pahuatlán,Alto
21,Puebla,21110,Palmar de Bravo,Medio
21,Puebla,21111,Pantepec,Alto
21,Puebla,21112,Petlalcingo,Alto
21,Puebla,21113,Piaxtla,Alto
21,Puebla,21114,Puebla,Muy bajo
21,Puebla,21115,Quecholac,Medio
21,Puebla,21116,Quimixtlán,Alto
21,Puebla,21117,Rafael Lara Grajales,Muy bajo
21,Puebla,21118,Los Reyes de Juárez,Bajo
21,Puebla,21119,San Andrés Cholula,Muy bajo
21,Puebla,21120,San Antonio Cañada,Alto
21,Puebla,21121,San Diego la Mesa Tochimiltzingo,Alto
21,Puebla,21122,San Felipe Teotlalcingo,Bajo
21,Puebla,21123,San Felipe Tepatlán,Alto
21,Puebla,21124,San Gabriel Chilac,Medio
21,Puebla,21125,San Gregorio Atzompa,Muy bajo
21,Puebla,21126,San Jerónimo Tecuanipan,Medio
21,Puebla,21127,San Jerónimo Xayacatlán,Alto
21,Puebla,21128,San José Chiapa,Bajo
21,Puebla,21129,San José Miahuatlán,Medio
21,Puebla,21130,San Juan Atenco,Medio
21,Puebla,21131,San Juan Atzompa,Medio
21,Puebla,21132,San Martín Texmelucan,Muy bajo
21,Puebla,21133,San Martín Totoltepec,Medio
21,Puebla,21134,San Matías Tlalancaleca,Muy bajo
21,Puebla,21135,San Miguel Ixitlán,Medio
21,Puebla,21136,San Miguel Xoxtla,Muy bajo
21,Puebla,21137,San Nicolás Buenos Aires,Medio
21,Puebla,21138,San Nicolás de los Ranchos,Bajo
21,Puebla,21139,San Pablo Anicano,Medio
21,Puebla,21140,San Pedro Cholula,Muy bajo
21,Puebla,21141,San Pedro Yeloixtlahuaca,Medio
21,Puebla,21142,San Salvador el Seco,Bajo
21,Puebla,21143,San Salvador el Verde,Muy bajo
21,Puebla,21144,San Salvador Huixcolotla,Medio
21,Puebla,21145,San Sebastián Tlacotepec,Muy alto
21,Puebla,21146,Santa Catarina Tlaltempan,Alto
21,Puebla,21147,Santa Inés Ahuatempan,Alto
21,Puebla,21148,Santa Isabel Cholula,Alto
21,Puebla,21149,Santiago Miahuatlán,Medio
21,Puebla,21150,Huehuetlán el Grande,Alto
21,Puebla,21151,Santo Tomás Hueyotlipan,Bajo
21,Puebla,21152,Soltepec,Bajo
21,Puebla,21153,Tecali de Herrera,Bajo
21,Puebla,21154,Tecamachalco,Bajo
21,Puebla,21155,Tecomatlán,Medio
21,Puebla,21156,Tehuacán,Muy bajo
21,Puebla,21157,Tehuitzingo,Alto
21,Puebla,21158,Tenampulco,Alto
21,Puebla,21159,Teopantlán,Alto
21,Puebla,21160,Teotlalco,Medio
21,Puebla,21161,Tepanco de López,Bajo
21,Puebla,21162,Tepango de Rodríguez,Muy alto
21,Puebla,21163,Tepatlaxco de Hidalgo,Bajo
21,Puebla,21164,Tepeaca,Bajo
21,Puebla,21165,Tepemaxalco,Alto
21,Puebla,21166,Tepeojuma,Medio
21,Puebla,21167,Tepetzintla,Alto
21,Puebla,21168,Tepexco,Alto
21,Puebla,21169,Tepexi de Rodríguez,Alto
21,Puebla,21170,Tepeyahualco,Medio
21,Puebla,21171,Tepeyahualco de Cuauhtémoc,Bajo
21,Puebla,21172,Tetela de Ocampo,Medio
21,Puebla,21173,Teteles de Ávila Castillo,Muy bajo
21,Puebla,21174,Teziutlán,Muy bajo
21,Puebla,21175,Tianguismanalco,Bajo
21,Puebla,21176,Tilapa,Medio
21,Puebla,21177,Tlacotepec de Benito Juárez,Medio
21,Puebla,21178,Tlacuilotepec,Alto
21,Puebla,21179,Tlachichuca,Medio
21,Puebla,21180,Tlahuapan,Bajo
21,Puebla,21181,Tlaltenango,Muy bajo
21,Puebla,21182,Tlanepantla,Bajo
21,Puebla,21183,Tlaola,Alto
21,Puebla,21184,Tlapacoya,Alto
21,Puebla,21185,Tlapanalá,Medio
21,Puebla,21186,Tlatlauquitepec,Bajo
21,Puebla,21187,Tlaxco,Alto
21,Puebla,21188,Tochimilco,Alto
21,Puebla,21189,Tochtepec,Bajo
21,Puebla,21190,Totoltepec de Guerrero,Medio
21,Puebla,21191,Tulcingo,Alto
21,Puebla,21192,Tuzamapan de Galeana,Medio
21,Puebla,21193,Tzicatlacoyan,Alto
21,Puebla,21194,Venustiano Carranza,Medio
21,Puebla,21195,Vicente Guerrero,Muy alto
21,Puebla,21196,Xayacatlán de Bravo,Medio
21,Puebla,21197,Xicotepec,Bajo
21,Puebla,21198,Xicotlán,Muy alto
21,Puebla,21199,Xiutetelco,Medio
21,Puebla,21200,Xochiapulco,Alto
21,Puebla,21201,Xochiltepec,Medio
21,Puebla,21202,Xochitlán de Vicente Suárez,Alto
21,Puebla,21203,Xochitlán Todos Santos,Medio
21,Puebla,21204,Yaonáhuac,Bajo
21,Puebla,21205,Yehualtepec,Bajo
21,Puebla,21206,Zacapala,Alto
21,Puebla,21207,Zacapoaxtla,Medio
21,Puebla,21208,Zacatlán,Bajo
21,Puebla,21209,Zapotitlán,Medio
21,Puebla,21210,Zapotitlán de Méndez,Medio
21,Puebla,21211,Zaragoza,Muy bajo
21,Puebla,21212,Zautla,Alto
21,Puebla,21213,Zihuateutla,Alto
21,Puebla,21214,Zinacatepec,Medio
21,Puebla,21215,Zongozotla,Alto
21,Puebla,21216,Zoquiapan,Alto
21,Puebla,21217,Zoquitlán,Muy alto
22,Querétaro,22001,Amealco de Bonfil,Medio
22,Querétaro,22002,Pinal de Amoles,Alto
22,Querétaro,22003,Arroyo Seco,Medio
22,Querétaro,22004,Cadereyta de Montes,Medio
22,Querétaro,22005,Colón,Bajo
22,Querétaro,22006,Corregidora,Muy bajo
22,Querétaro,22007,Ezequiel Montes,Bajo
22,Querétaro,22008,Huimilpan,Bajo
22,Querétaro,22009,Jalpan de Serra,Bajo
22,Querétaro,22010,Landa de Matamoros,Alto
22,Querétaro,22011,El Marqués,Muy bajo
22,Querétaro,22012,Pedro Escobedo,Muy bajo
22,Querétaro,22013,Peñamiller,Medio
22,Querétaro,22014,Querétaro,Muy bajo
22,Querétaro,22015,San Joaquín,Alto
22,Querétaro,22016,San Juan del Río,Muy bajo
22,Querétaro,22017,Tequisquiapan,Muy bajo
22,Querétaro,22018,Tolimán,Medio
23,Quintana Roo,23001,Cozumel,Muy bajo
23,Quintana Roo,23002,Felipe Carrillo Puerto,Medio
23,Quintana Roo,23003,Isla Mujeres,Muy bajo
23,Quintana Roo,23004,Othón P. Blanco,Muy bajo
23,Quintana Roo,23005,Benito Juárez,Muy bajo
23,Quintana Roo,23006,José María Morelos,Alto
23,Quintana Roo,23007,Lázaro Cárdenas,Medio
23,Quintana Roo,23008,Solidaridad,Muy bajo
23,Quintana Roo,23009,Tulum,Bajo
23,Quintana Roo,23010,Bacalar,Medio
23,Quintana Roo,23011,Puerto Morelos,Muy bajo
24,San Luis Potosí,24001,Ahualulco,Medio
24,San Luis Potosí,24002,Alaquines,Alto
24,San Luis Potosí,24003,Aquismón,Muy alto
24,San Luis Potosí,24004,Armadillo de los Infante,Medio
